id,clause_id,article_id,article_code,clause_no,point,text,role,normalized_text
article_250_clause_1_point_a,article_250_clause_1,article_250,250,1,a,"Đã bị xử phạt vi phạm hành chính về hành vi quy định tại Điều này hoặc đã bị kết án về tội này hoặc một trong các tội quy định tại các điều 248, 249, 251, 252 và 256a của Bộ luật này, chưa được xóa án tích mà còn vi phạm;",condition_or_rule,da bi xu phat vi pham hanh chinh ve hanh vi quy dinh tai dieu nay hoac da bi ket an ve toi nay hoac mot trong cac toi quy dinh tai cac dieu 248 249 251 252 va 256a cua bo luat nay chua duoc xoa an tich ma con vi pham
article_250_clause_1_point_b,article_250_clause_1,article_250,250,1,b,"Nhựa thuốc phiện, nhựa cần sa hoặc cao côca có khối lượng từ 01 gam đến dưới 500 gam;",condition_or_rule,nhua thuoc phien nhua can sa hoac cao coca co khoi luong tu 01 gam den duoi 500 gam
article_250_clause_1_point_c,article_250_clause_1,article_250,250,1,c,"Heroine, Cocaine, Methamphetamine, Amphetamine, Ketamine, Fentanyl, MDMA hoặc XLR-11 có khối lượng từ 0,1 gam đến dưới 05 gam;",condition_or_rule,heroine cocaine methamphetamine amphetamine ketamine fentanyl mdma hoac xlr 11 co khoi luong tu 0 1 gam den duoi 05 gam
article_250_clause_1_point_d,article_250_clause_1,article_250,250,1,d,"Lá cây côca; lá khát (lá cây Catha edulis); lá, rễ, thân, cành, hoa, quả của cây cần sa hoặc bộ phận của cây khác có chứa chất ma túy do Chính phủ quy định có khối lượng từ 01 kilôgam đến dưới 10 kilôgam;",condition_or_rule,la cay coca la khat la cay catha edulis la re than canh hoa qua cua cay can sa hoac bo phan cua cay khac co chua chat ma tuy do chinh phu quy dinh co khoi luong tu 01 kilogam den duoi 10 kilogam
article_250_clause_1_point_d,article_250_clause_1,article_250,250,1,đ,Quả thuốc phiện khô có khối lượng từ 05 kilôgam đến dưới 50 kilôgam;,condition_or_rule,qua thuoc phien kho co khoi luong tu 05 kilogam den duoi 50 kilogam
article_250_clause_1_point_e,article_250_clause_1,article_250,250,1,e,Quả thuốc phiện tươi có khối lượng từ 01 kilôgam đến dưới 10 kilôgam;,condition_or_rule,qua thuoc phien tuoi co khoi luong tu 01 kilogam den duoi 10 kilogam
article_250_clause_1_point_g,article_250_clause_1,article_250,250,1,g,Các chất ma túy khác ở thể rắn có khối lượng từ 01 gam đến dưới 20 gam;,condition_or_rule,cac chat ma tuy khac o the ran co khoi luong tu 01 gam den duoi 20 gam
article_250_clause_1_point_h,article_250_clause_1,article_250,250,1,h,Các chất ma túy khác ở thể lỏng có thể tích từ 10 mililít đến dưới 100 mililít;,condition_or_rule,cac chat ma tuy khac o the long co the tich tu 10 mililit den duoi 100 mililit
article_250_clause_1_point_i,article_250_clause_1,article_250,250,1,i,Có 02 chất ma túy trở lên mà tổng khối lượng hoặc thể tích của các chất đó tương đương với khối lượng hoặc thể tích chất ma túy quy định tại một trong các điểm từ điểm b đến điểm h khoản này.,condition_or_rule,co 02 chat ma tuy tro len ma tong khoi luong hoac the tich cua cac chat do tuong duong voi khoi luong hoac the tich chat ma tuy quy dinh tai mot trong cac diem tu diem b den diem h khoan nay
article_250_clause_2_point_a,article_250_clause_2,article_250,250,2,a,Có tổ chức;,condition_or_rule,co to chuc
article_250_clause_2_point_b,article_250_clause_2,article_250,250,2,b,Phạm tội 02 lần trở lên;,condition_or_rule,pham toi 02 lan tro len
article_250_clause_2_point_c,article_250_clause_2,article_250,250,2,c,"Lợi dụng chức vụ, quyền hạn;",condition_or_rule,loi dung chuc vu quyen han
article_250_clause_2_point_d,article_250_clause_2,article_250,250,2,d,"Lợi dụng danh nghĩa cơ quan, tổ chức;",condition_or_rule,loi dung danh nghia co quan to chuc
article_250_clause_2_point_d,article_250_clause_2,article_250,250,2,đ,Sử dụng người dưới 16 tuổi vào việc phạm tội;,condition_or_rule,su dung nguoi duoi 16 tuoi vao viec pham toi
article_250_clause_2_point_e,article_250_clause_2,article_250,250,2,e,Qua biên giới;,condition_or_rule,qua bien gioi
article_250_clause_2_point_g,article_250_clause_2,article_250,250,2,g,"Nhựa thuốc phiện, nhựa cần sa hoặc cao côca có khối lượng từ 500 gam đến dưới 01 kilôgam;",condition_or_rule,nhua thuoc phien nhua can sa hoac cao coca co khoi luong tu 500 gam den duoi 01 kilogam
article_250_clause_2_point_h,article_250_clause_2,article_250,250,2,h,"Heroine, Cocaine, Methamphetamine, Amphetamine, Ketamine, Fentanyl, MDMA hoặc XLR-11 có khối lượng từ 05 gam đến dưới 30 gam;",condition_or_rule,heroine cocaine methamphetamine amphetamine ketamine fentanyl mdma hoac xlr 11 co khoi luong tu 05 gam den duoi 30 gam
article_250_clause_2_point_i,article_250_clause_2,article_250,250,2,i,"Lá cây côca; lá khát (lá cây Catha edulis); lá, rễ, thân, cành, hoa, quả của cây cần sa hoặc bộ phận của cây khác có chứa chất ma túy do Chính phủ quy định có khối lượng từ 10 kilôgam đến dưới 25 kilôgam;",condition_or_rule,la cay coca la khat la cay catha edulis la re than canh hoa qua cua cay can sa hoac bo phan cua cay khac co chua chat ma tuy do chinh phu quy dinh co khoi luong tu 10 kilogam den duoi 25 kilogam
article_250_clause_2_point_k,article_250_clause_2,article_250,250,2,k,Quả thuốc phiện khô có khối lượng từ 50 kilôgam đến dưới 200 kilôgam;,condition_or_rule,qua thuoc phien kho co khoi luong tu 50 kilogam den duoi 200 kilogam
article_250_clause_2_point_l,article_250_clause_2,article_250,250,2,l,Quả thuốc phiện tươi có khối lượng từ 10 kilôgam đến dưới 50 kilôgam;,condition_or_rule,qua thuoc phien tuoi co khoi luong tu 10 kilogam den duoi 50 kilogam
article_250_clause_2_point_m,article_250_clause_2,article_250,250,2,m,Các chất ma túy khác ở thể rắn có khối lượng từ 20 gam đến dưới 100 gam;,condition_or_rule,cac chat ma tuy khac o the ran co khoi luong tu 20 gam den duoi 100 gam
article_250_clause_2_point_n,article_250_clause_2,article_250,250,2,n,Các chất ma túy khác ở thể lỏng có thể tích từ 100 mililít đến dưới 250 mililít;,condition_or_rule,cac chat ma tuy khac o the long co the tich tu 100 mililit den duoi 250 mililit
article_250_clause_2_point_o,article_250_clause_2,article_250,250,2,o,Có 02 chất ma túy trở lên mà tổng khối lượng hoặc thể tích của các chất đó tương đương với khối lượng hoặc thể tích chất ma túy quy định tại một trong các điểm từ điểm g đến điểm n khoản này;,condition_or_rule,co 02 chat ma tuy tro len ma tong khoi luong hoac the tich cua cac chat do tuong duong voi khoi luong hoac the tich chat ma tuy quy dinh tai mot trong cac diem tu diem g den diem n khoan nay
article_250_clause_2_point_p,article_250_clause_2,article_250,250,2,p,Tái phạm nguy hiểm.,condition_or_rule,tai pham nguy hiem
article_250_clause_3_point_a,article_250_clause_3,article_250,250,3,a,"Nhựa thuốc phiện, nhựa cần sa hoặc cao côca có khối lượng từ 01 kilôgam đến dưới 05 kilôgam;",condition_or_rule,nhua thuoc phien nhua can sa hoac cao coca co khoi luong tu 01 kilogam den duoi 05 kilogam
article_250_clause_3_point_b,article_250_clause_3,article_250,250,3,b,"Heroine, Cocaine, Methamphetamine, Amphetamine, Ketamine, Fentanyl, MDMA hoặc XLR-11 có khối lượng từ 30 gam đến dưới 100 gam;",condition_or_rule,heroine cocaine methamphetamine amphetamine ketamine fentanyl mdma hoac xlr 11 co khoi luong tu 30 gam den duoi 100 gam
article_250_clause_3_point_c,article_250_clause_3,article_250,250,3,c,"Lá cây côca; lá khát (lá cây Catha edulis); lá, rễ, thân, cành, hoa, quả của cây cần sa hoặc bộ phận của cây khác có chứa chất ma túy do Chính phủ quy định có khối lượng từ 25 kilôgam đến dưới 75 kilôgam;",condition_or_rule,la cay coca la khat la cay catha edulis la re than canh hoa qua cua cay can sa hoac bo phan cua cay khac co chua chat ma tuy do chinh phu quy dinh co khoi luong tu 25 kilogam den duoi 75 kilogam
article_250_clause_3_point_d,article_250_clause_3,article_250,250,3,d,Quả thuốc phiện khô có khối lượng từ 200 kilôgam đến dưới 600 kilôgam;,condition_or_rule,qua thuoc phien kho co khoi luong tu 200 kilogam den duoi 600 kilogam
article_250_clause_3_point_d,article_250_clause_3,article_250,250,3,đ,Quả thuốc phiện tươi có khối lượng từ 50 kilôgam đến dưới 150 kilôgam;,condition_or_rule,qua thuoc phien tuoi co khoi luong tu 50 kilogam den duoi 150 kilogam
article_250_clause_3_point_e,article_250_clause_3,article_250,250,3,e,Các chất ma túy khác ở thể rắn có khối lượng từ 100 gam đến dưới 300 gam;,condition_or_rule,cac chat ma tuy khac o the ran co khoi luong tu 100 gam den duoi 300 gam
article_250_clause_3_point_g,article_250_clause_3,article_250,250,3,g,Các chất ma túy khác ở thể lỏng có thể tích từ 250 mililít đến dưới 750 mililít;,condition_or_rule,cac chat ma tuy khac o the long co the tich tu 250 mililit den duoi 750 mililit
article_250_clause_3_point_h,article_250_clause_3,article_250,250,3,h,Có 02 chất ma túy trở lên mà tổng khối lượng hoặc thể tích của các chất đó tương đương với khối lượng hoặc thể tích chất ma túy quy định tại một trong các điểm từ điểm a đến điểm g khoản này.,condition_or_rule,co 02 chat ma tuy tro len ma tong khoi luong hoac the tich cua cac chat do tuong duong voi khoi luong hoac the tich chat ma tuy quy dinh tai mot trong cac diem tu diem a den diem g khoan nay
article_250_clause_4_point_a,article_250_clause_4,article_250,250,4,a,"Nhựa thuốc phiện, nhựa cần sa hoặc cao côca có khối lượng 05 kilôgam trở lên;",condition_or_rule,nhua thuoc phien nhua can sa hoac cao coca co khoi luong 05 kilogam tro len
article_250_clause_4_point_b,article_250_clause_4,article_250,250,4,b,"Heroine, Cocaine, Methamphetamine, Amphetamine, Ketamine, Fentanyl, MDMA hoặc XLR-11 có khối lượng 100 gam trở lên;",condition_or_rule,heroine cocaine methamphetamine amphetamine ketamine fentanyl mdma hoac xlr 11 co khoi luong 100 gam tro len
article_250_clause_4_point_c,article_250_clause_4,article_250,250,4,c,"Lá cây côca; lá khát (lá cây Catha edulis); lá, rễ, thân, cành, hoa, quả của cây cần sa hoặc bộ phận của cây khác có chứa chất ma túy do Chính phủ quy định có khối lượng 75 kilôgam trở lên;",condition_or_rule,la cay coca la khat la cay catha edulis la re than canh hoa qua cua cay can sa hoac bo phan cua cay khac co chua chat ma tuy do chinh phu quy dinh co khoi luong 75 kilogam tro len
article_250_clause_4_point_d,article_250_clause_4,article_250,250,4,d,Quả thuốc phiện khô có khối lượng 600 kilôgam trở lên;,condition_or_rule,qua thuoc phien kho co khoi luong 600 kilogam tro len
article_250_clause_4_point_d,article_250_clause_4,article_250,250,4,đ,Quả thuốc phiện tươi có khối lượng 150 kilôgam trở lên;,condition_or_rule,qua thuoc phien tuoi co khoi luong 150 kilogam tro len
article_250_clause_4_point_e,article_250_clause_4,article_250,250,4,e,Các chất ma túy khác ở thể rắn có khối lượng 300 gam trở lên;,condition_or_rule,cac chat ma tuy khac o the ran co khoi luong 300 gam tro len
article_250_clause_4_point_g,article_250_clause_4,article_250,250,4,g,Các chất ma túy khác ở thể lỏng có thể tích 750 mililít trở lên;,condition_or_rule,cac chat ma tuy khac o the long co the tich 750 mililit tro len
article_250_clause_4_point_h,article_250_clause_4,article_250,250,4,h,Có 02 chất ma túy trở lên mà tổng khối lượng hoặc thể tích của các chất đó tương đương với khối lượng hoặc thể tích chất ma túy quy định tại một trong các điểm từ điểm a đến điểm g khoản này.,condition_or_rule,co 02 chat ma tuy tro len ma tong khoi luong hoac the tich cua cac chat do tuong duong voi khoi luong hoac the tich chat ma tuy quy dinh tai mot trong cac diem tu diem a den diem g khoan nay
article_251_clause_2_point_a,article_251_clause_2,article_251,251,2,a,Có tổ chức;,condition_or_rule,co to chuc
article_251_clause_2_point_b,article_251_clause_2,article_251,251,2,b,Phạm tội 02 lần trở lên;,condition_or_rule,pham toi 02 lan tro len
article_251_clause_2_point_c,article_251_clause_2,article_251,251,2,c,Đối với 02 người trở lên;,condition_or_rule,doi voi 02 nguoi tro len
article_251_clause_2_point_d,article_251_clause_2,article_251,251,2,d,"Lợi dụng chức vụ, quyền hạn;",condition_or_rule,loi dung chuc vu quyen han
article_251_clause_2_point_d,article_251_clause_2,article_251,251,2,đ,"Lợi dụng danh nghĩa cơ quan, tổ chức;",condition_or_rule,loi dung danh nghia co quan to chuc
article_251_clause_2_point_e,article_251_clause_2,article_251,251,2,e,Sử dụng người dưới 16 tuổi vào việc phạm tội hoặc bán ma túy cho người dưới 16 tuổi;,condition_or_rule,su dung nguoi duoi 16 tuoi vao viec pham toi hoac ban ma tuy cho nguoi duoi 16 tuoi
article_251_clause_2_point_g,article_251_clause_2,article_251,251,2,g,Qua biên giới;,condition_or_rule,qua bien gioi
article_251_clause_2_point_h,article_251_clause_2,article_251,251,2,h,"Nhựa thuốc phiện, nhựa cần sa hoặc cao côca có khối lượng từ 500 gam đến dưới 01 kilôgam;",condition_or_rule,nhua thuoc phien nhua can sa hoac cao coca co khoi luong tu 500 gam den duoi 01 kilogam
article_251_clause_2_point_i,article_251_clause_2,article_251,251,2,i,"Heroine, Cocaine, Methamphetamine, Amphetamine, Ketamine, Fentanyl, MDMA hoặc XLR-11 có khối lượng từ 05 gam đến dưới 30 gam;",condition_or_rule,heroine cocaine methamphetamine amphetamine ketamine fentanyl mdma hoac xlr 11 co khoi luong tu 05 gam den duoi 30 gam
article_251_clause_2_point_k,article_251_clause_2,article_251,251,2,k,"Lá cây côca; lá khát (lá cây Catha edulis); lá, rễ, thân, cành, hoa, quả của cây cần sa hoặc bộ phận của cây khác có chứa chất ma túy do Chính phủ quy định có khối lượng từ 10 kilôgam đến dưới 25 kilôgam;",condition_or_rule,la cay coca la khat la cay catha edulis la re than canh hoa qua cua cay can sa hoac bo phan cua cay khac co chua chat ma tuy do chinh phu quy dinh co khoi luong tu 10 kilogam den duoi 25 kilogam
article_251_clause_2_point_l,article_251_clause_2,article_251,251,2,l,Quả thuốc phiện khô có khối lượng từ 50 kilôgam đến dưới 200 kilôgam;,condition_or_rule,qua thuoc phien kho co khoi luong tu 50 kilogam den duoi 200 kilogam
article_251_clause_2_point_m,article_251_clause_2,article_251,251,2,m,Quả thuốc phiện tươi có khối lượng từ 10 kilôgam đến dưới 50 kilôgam;,condition_or_rule,qua thuoc phien tuoi co khoi luong tu 10 kilogam den duoi 50 kilogam
article_251_clause_2_point_n,article_251_clause_2,article_251,251,2,n,Các chất ma túy khác ở thể rắn có khối lượng từ 20 gam đến dưới 100 gam;,condition_or_rule,cac chat ma tuy khac o the ran co khoi luong tu 20 gam den duoi 100 gam
article_251_clause_2_point_o,article_251_clause_2,article_251,251,2,o,Các chất ma túy khác ở thể lỏng có thể tích từ 100 mililít đến dưới 250 mililít;,condition_or_rule,cac chat ma tuy khac o the long co the tich tu 100 mililit den duoi 250 mililit
article_251_clause_2_point_p,article_251_clause_2,article_251,251,2,p,Có 02 chất ma túy trở lên mà tổng khối lượng hoặc thể tích của các chất đó tương đương với khối lượng hoặc thể tích chất ma túy quy định tại một trong các điểm từ điểm h đến điểm o khoản này;,condition_or_rule,co 02 chat ma tuy tro len ma tong khoi luong hoac the tich cua cac chat do tuong duong voi khoi luong hoac the tich chat ma tuy quy dinh tai mot trong cac diem tu diem h den diem o khoan nay
article_251_clause_2_point_q,article_251_clause_2,article_251,251,2,q,Tái phạm nguy hiểm.,condition_or_rule,tai pham nguy hiem
article_251_clause_3_point_a,article_251_clause_3,article_251,251,3,a,"Nhựa thuốc phiện, nhựa cần sa hoặc cao côca có khối lượng từ 01 kilôgam đến dưới 05 kilôgam;",condition_or_rule,nhua thuoc phien nhua can sa hoac cao coca co khoi luong tu 01 kilogam den duoi 05 kilogam
article_251_clause_3_point_b,article_251_clause_3,article_251,251,3,b,"Heroine, Cocaine, Methamphetamine, Amphetamine, Ketamine, Fentanyl, MDMA hoặc XLR-11 có khối lượng từ 30 gam đến dưới 100 gam;",condition_or_rule,heroine cocaine methamphetamine amphetamine ketamine fentanyl mdma hoac xlr 11 co khoi luong tu 30 gam den duoi 100 gam
article_251_clause_3_point_c,article_251_clause_3,article_251,251,3,c,"Lá cây côca; lá khát (lá cây Catha edulis); lá, rễ, thân, cành, hoa, quả của cây cần sa hoặc bộ phận của cây khác có chứa chất ma túy do Chính phủ quy định có khối lượng từ 25 kilôgam đến dưới 75 kilôgam;",condition_or_rule,la cay coca la khat la cay catha edulis la re than canh hoa qua cua cay can sa hoac bo phan cua cay khac co chua chat ma tuy do chinh phu quy dinh co khoi luong tu 25 kilogam den duoi 75 kilogam
article_251_clause_3_point_d,article_251_clause_3,article_251,251,3,d,Quả thuốc phiện khô có khối lượng từ 200 kilôgam đến dưới 600 kilôgam;,condition_or_rule,qua thuoc phien kho co khoi luong tu 200 kilogam den duoi 600 kilogam
article_251_clause_3_point_d,article_251_clause_3,article_251,251,3,đ,Quả thuốc phiện tươi có khối lượng từ 50 kilôgam đến dưới 150 kilôgam;,condition_or_rule,qua thuoc phien tuoi co khoi luong tu 50 kilogam den duoi 150 kilogam
article_251_clause_3_point_e,article_251_clause_3,article_251,251,3,e,Các chất ma túy khác ở thể rắn có khối lượng từ 100 gam đến dưới 300 gam;,condition_or_rule,cac chat ma tuy khac o the ran co khoi luong tu 100 gam den duoi 300 gam
article_251_clause_3_point_g,article_251_clause_3,article_251,251,3,g,Các chất ma túy khác ở thể lỏng có thể tích từ 250 mililít đến dưới 750 mililít;,condition_or_rule,cac chat ma tuy khac o the long co the tich tu 250 mililit den duoi 750 mililit
article_251_clause_3_point_h,article_251_clause_3,article_251,251,3,h,Có 02 chất ma túy trở lên mà tổng khối lượng hoặc thể tích của các chất đó tương đương với khối lượng hoặc thể tích chất ma túy quy định tại một trong các điểm từ điểm a đến điểm g khoản này.,condition_or_rule,co 02 chat ma tuy tro len ma tong khoi luong hoac the tich cua cac chat do tuong duong voi khoi luong hoac the tich chat ma tuy quy dinh tai mot trong cac diem tu diem a den diem g khoan nay
article_251_clause_4_point_a,article_251_clause_4,article_251,251,4,a,"Nhựa thuốc phiện, nhựa cần sa hoặc cao côca có khối lượng từ 05 kilôgam đến dưới 30 kilôgam;",condition_or_rule,nhua thuoc phien nhua can sa hoac cao coca co khoi luong tu 05 kilogam den duoi 30 kilogam
article_251_clause_4_point_b,article_251_clause_4,article_251,251,4,b,"Heroine, Cocaine, Methamphetamine, Amphetamine, Ketamine, Fentanyl, MDMA hoặc XLR-11 có khối lượng từ 100 gam đến dưới 03 kilôgam;",condition_or_rule,heroine cocaine methamphetamine amphetamine ketamine fentanyl mdma hoac xlr 11 co khoi luong tu 100 gam den duoi 03 kilogam
article_251_clause_4_point_c,article_251_clause_4,article_251,251,4,c,"Lá cây côca; lá khát (lá cây Catha edulis); lá, rễ, thân, cành, hoa, quả của cây cần sa hoặc bộ phận của cây khác có chứa chất ma túy do Chính phủ quy định có khối lượng từ 75 kilôgam đến dưới 150 kilôgam;",condition_or_rule,la cay coca la khat la cay catha edulis la re than canh hoa qua cua cay can sa hoac bo phan cua cay khac co chua chat ma tuy do chinh phu quy dinh co khoi luong tu 75 kilogam den duoi 150 kilogam
article_251_clause_4_point_d,article_251_clause_4,article_251,251,4,d,Quả thuốc phiện khô có khối lượng từ 600 kilôgam đến dưới 1.200 kilôgam;,condition_or_rule,qua thuoc phien kho co khoi luong tu 600 kilogam den duoi 1 200 kilogam
article_251_clause_4_point_d,article_251_clause_4,article_251,251,4,đ,Quả thuốc phiện tươi có khối lượng từ 150 kilôgam đến dưới 300 kilôgam;,condition_or_rule,qua thuoc phien tuoi co khoi luong tu 150 kilogam den duoi 300 kilogam
article_251_clause_4_point_e,article_251_clause_4,article_251,251,4,e,Các chất ma túy khác ở thể rắn có khối lượng từ 300 gam đến dưới 09 kilôgam;,condition_or_rule,cac chat ma tuy khac o the ran co khoi luong tu 300 gam den duoi 09 kilogam
article_251_clause_4_point_g,article_251_clause_4,article_251,251,4,g,Các chất ma túy khác ở thể lỏng có thể tích từ 750 mililít đến dưới 22 lít;,condition_or_rule,cac chat ma tuy khac o the long co the tich tu 750 mililit den duoi 22 lit
article_251_clause_4_point_h,article_251_clause_4,article_251,251,4,h,Có 02 chất ma túy trở lên mà tổng khối lượng hoặc thể tích của các chất đó tương đương với khối lượng hoặc thể tích chất ma túy quy định tại một trong các điểm từ điểm a đến điểm g khoản này.,condition_or_rule,co 02 chat ma tuy tro len ma tong khoi luong hoac the tich cua cac chat do tuong duong voi khoi luong hoac the tich chat ma tuy quy dinh tai mot trong cac diem tu diem a den diem g khoan nay
article_251_clause_5_point_a,article_251_clause_5,article_251,251,5,a,"Nhựa thuốc phiện, nhựa cần sa hoặc cao côca có khối lượng 30 kilôgam trở lên;",condition_or_rule,nhua thuoc phien nhua can sa hoac cao coca co khoi luong 30 kilogam tro len
article_251_clause_5_point_b,article_251_clause_5,article_251,251,5,b,"Heroine, Cocaine, Methamphetamine, Amphetamine, Ketamine, Fentanyl, MDMA hoặc XLR-11 có khối lượng 03 kilôgam trở lên;",condition_or_rule,heroine cocaine methamphetamine amphetamine ketamine fentanyl mdma hoac xlr 11 co khoi luong 03 kilogam tro len
article_251_clause_5_point_c,article_251_clause_5,article_251,251,5,c,"Lá cây côca; lá khát (lá cây Catha edulis); lá, rễ, thân, cành, hoa, quả của cây cần sa hoặc bộ phận của cây khác có chứa chất ma túy do Chính phủ quy định có khối lượng 150 kilôgam trở lên;",condition_or_rule,la cay coca la khat la cay catha edulis la re than canh hoa qua cua cay can sa hoac bo phan cua cay khac co chua chat ma tuy do chinh phu quy dinh co khoi luong 150 kilogam tro len
article_251_clause_5_point_d,article_251_clause_5,article_251,251,5,d,Quả thuốc phiện khô có khối lượng 1.200 kilôgam trở lên;,condition_or_rule,qua thuoc phien kho co khoi luong 1 200 kilogam tro len
article_251_clause_5_point_d,article_251_clause_5,article_251,251,5,đ,Quả thuốc phiện tươi có khối lượng 300 kilôgam trở lên;,condition_or_rule,qua thuoc phien tuoi co khoi luong 300 kilogam tro len
article_251_clause_5_point_e,article_251_clause_5,article_251,251,5,e,Các chất ma túy khác ở thể rắn có khối lượng 09 kilôgam trở lên;,condition_or_rule,cac chat ma tuy khac o the ran co khoi luong 09 kilogam tro len
article_251_clause_5_point_g,article_251_clause_5,article_251,251,5,g,Các chất ma túy khác ở thể lỏng có thể tích 22 lít trở lên;,condition_or_rule,cac chat ma tuy khac o the long co the tich 22 lit tro len
article_251_clause_5_point_h,article_251_clause_5,article_251,251,5,h,Có 02 chất ma túy trở lên mà tổng khối lượng hoặc thể tích của các chất đó tương đương với khối lượng hoặc thể tích chất ma túy quy định tại một trong các điểm từ điểm a đến điểm g khoản này.,condition_or_rule,co 02 chat ma tuy tro len ma tong khoi luong hoac the tich cua cac chat do tuong duong voi khoi luong hoac the tich chat ma tuy quy dinh tai mot trong cac diem tu diem a den diem g khoan nay
article_252_clause_1_point_a,article_252_clause_1,article_252,252,1,a,"Đã bị xử phạt vi phạm hành chính về hành vi quy định tại Điều này hoặc đã bị kết án về tội này hoặc một trong các tội quy định tại các điều 248, 249, 250, 251 và 256a của Bộ luật này, chưa được xóa án tích mà còn vi phạm;",condition_or_rule,da bi xu phat vi pham hanh chinh ve hanh vi quy dinh tai dieu nay hoac da bi ket an ve toi nay hoac mot trong cac toi quy dinh tai cac dieu 248 249 250 251 va 256a cua bo luat nay chua duoc xoa an tich ma con vi pham
article_252_clause_1_point_b,article_252_clause_1,article_252,252,1,b,"Nhựa thuốc phiện, nhựa cần sa hoặc cao côca có khối lượng từ 01 gam đến dưới 500 gam;",condition_or_rule,nhua thuoc phien nhua can sa hoac cao coca co khoi luong tu 01 gam den duoi 500 gam
article_252_clause_1_point_c,article_252_clause_1,article_252,252,1,c,"Heroine, Cocaine, Methamphetamine, Amphetamine, Ketamine, Fentanyl, MDMA hoặc XLR-11 có khối lượng từ 0,1 gam đến dưới 05 gam;",condition_or_rule,heroine cocaine methamphetamine amphetamine ketamine fentanyl mdma hoac xlr 11 co khoi luong tu 0 1 gam den duoi 05 gam
article_252_clause_1_point_d,article_252_clause_1,article_252,252,1,d,"Lá cây côca; lá khát (lá cây Catha edulis); lá, rễ, thân, cành, hoa, quả của cây cần sa hoặc bộ phận của cây khác có chứa chất ma túy do Chính phủ quy định có khối lượng từ 01 kilôgam đến dưới 10 kilôgam;",condition_or_rule,la cay coca la khat la cay catha edulis la re than canh hoa qua cua cay can sa hoac bo phan cua cay khac co chua chat ma tuy do chinh phu quy dinh co khoi luong tu 01 kilogam den duoi 10 kilogam
article_252_clause_1_point_d,article_252_clause_1,article_252,252,1,đ,Quả thuốc phiện khô có khối lượng từ 05 kilôgam đến dưới 50 kilôgam;,condition_or_rule,qua thuoc phien kho co khoi luong tu 05 kilogam den duoi 50 kilogam
article_252_clause_1_point_e,article_252_clause_1,article_252,252,1,e,Quả thuốc phiện tươi có khối lượng từ 01 kilôgam đến dưới 10 kilôgam;,condition_or_rule,qua thuoc phien tuoi co khoi luong tu 01 kilogam den duoi 10 kilogam
article_252_clause_1_point_g,article_252_clause_1,article_252,252,1,g,Các chất ma túy khác ở thể rắn có khối lượng từ 01 gam đến dưới 20 gam;,condition_or_rule,cac chat ma tuy khac o the ran co khoi luong tu 01 gam den duoi 20 gam
article_252_clause_1_point_h,article_252_clause_1,article_252,252,1,h,Các chất ma túy khác ở thể lỏng có thể tích từ 10 mililít đến dưới 100 mililít;,condition_or_rule,cac chat ma tuy khac o the long co the tich tu 10 mililit den duoi 100 mililit
article_252_clause_1_point_i,article_252_clause_1,article_252,252,1,i,Có 02 chất ma túy trở lên mà tổng khối lượng hoặc thể tích của các chất đó tương đương với khối lượng hoặc thể tích chất ma túy quy định tại một trong các điểm từ điểm b đến điểm h khoản này.,condition_or_rule,co 02 chat ma tuy tro len ma tong khoi luong hoac the tich cua cac chat do tuong duong voi khoi luong hoac the tich chat ma tuy quy dinh tai mot trong cac diem tu diem b den diem h khoan nay
article_252_clause_2_point_a,article_252_clause_2,article_252,252,2,a,Có tổ chức;,condition_or_rule,co to chuc
article_252_clause_2_point_b,article_252_clause_2,article_252,252,2,b,Phạm tội 02 lần trở lên;,condition_or_rule,pham toi 02 lan tro len
article_252_clause_2_point_c,article_252_clause_2,article_252,252,2,c,"Lợi dụng chức vụ, quyền hạn;",condition_or_rule,loi dung chuc vu quyen han
article_252_clause_2_point_d,article_252_clause_2,article_252,252,2,d,"Lợi dụng danh nghĩa cơ quan, tổ chức;",condition_or_rule,loi dung danh nghia co quan to chuc
article_252_clause_2_point_d,article_252_clause_2,article_252,252,2,đ,Sử dụng người dưới 16 tuổi vào việc phạm tội;,condition_or_rule,su dung nguoi duoi 16 tuoi vao viec pham toi
article_252_clause_2_point_e,article_252_clause_2,article_252,252,2,e,"Nhựa thuốc phiện, nhựa cần sa hoặc cao côca có khối lượng từ 500 gam đến dưới 01 kilôgam;",condition_or_rule,nhua thuoc phien nhua can sa hoac cao coca co khoi luong tu 500 gam den duoi 01 kilogam
article_252_clause_2_point_g,article_252_clause_2,article_252,252,2,g,"Heroine, Cocaine, Methamphetamine, Amphetamine, Ketamine, Fentanyl, MDMA hoặc XLR-11 có khối lượng từ 05 gam đến dưới 30 gam;",condition_or_rule,heroine cocaine methamphetamine amphetamine ketamine fentanyl mdma hoac xlr 11 co khoi luong tu 05 gam den duoi 30 gam
article_252_clause_2_point_h,article_252_clause_2,article_252,252,2,h,"Lá cây côca; lá khát (lá cây Catha edulis); lá, rễ, thân, cành, hoa, quả của cây cần sa hoặc bộ phận của cây khác có chứa chất ma túy do Chính phủ quy định có khối lượng từ 10 kilôgam đến dưới 25 kilôgam;",condition_or_rule,la cay coca la khat la cay catha edulis la re than canh hoa qua cua cay can sa hoac bo phan cua cay khac co chua chat ma tuy do chinh phu quy dinh co khoi luong tu 10 kilogam den duoi 25 kilogam
