id,article_id,owner_id,owner_kind,article_code,clause_no,point,text,rule_type,priority,normalized_text
rule_article_403_clause_3,article_403,article_403_clause_3,Clause,403,3,,"Phạm tội gây hậu quả rất nghiêm trọng hoặc đặc biệt nghiêm trọng, thì bị phạt từ từ 05 năm đến 10 năm.",penalty_frame,3,pham toi gay hau qua rat nghiem trong hoac dac biet nghiem trong thi bi phat tu tu 05 nam den 10 nam
rule_article_404_clause_1,article_404,article_404_clause_1,Clause,404,1,,"Người nào cố ý làm lộ bí mật công tác quân sự, nếu không thuộc một trong các trường hợp quy định tại các điều 110, 337 và 361 của Bộ luật này, thì bị phạt tù từ 06 tháng đến 05 năm.",penalty_frame,1,nguoi nao co y lam lo bi mat cong tac quan su neu khong thuoc mot trong cac truong hop quy dinh tai cac dieu 110 337 va 361 cua bo luat nay thi bi phat tu tu 06 thang den 05 nam
rule_article_404_clause_2,article_404,article_404_clause_2,Clause,404,2,,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 10 năm: a) Là chỉ huy hoặc sỹ quan; b) Trong khu vực có chiến sự; c) Trong chiến đấu; d) Gây hậu quả nghiêm trọng, rất nghiêm trọng hoặc đặc biệt nghiêm trọng.",penalty_frame,2,pham toi thuoc mot trong cac truong hop sau day thi bi phat tu tu 03 nam den 10 nam a la chi huy hoac sy quan b trong khu vuc co chien su c trong chien dau d gay hau qua nghiem trong rat nghiem trong hoac dac biet nghiem trong
rule_article_405_clause_1,article_405,article_405_clause_1,Clause,405,1,,"Người nào chiếm đoạt, mua bán hoặc tiêu hủy tài liệu bí mật công tác quân sự, nếu không thuộc một trong các trường hợp quy định tại các điều 110, 337 và 361 của Bộ luật này, thì bị phạt tù từ 06 tháng đến 05 năm.",penalty_frame,1,nguoi nao chiem doat mua ban hoac tieu huy tai lieu bi mat cong tac quan su neu khong thuoc mot trong cac truong hop quy dinh tai cac dieu 110 337 va 361 cua bo luat nay thi bi phat tu tu 06 thang den 05 nam
rule_article_405_clause_2,article_405,article_405_clause_2,Clause,405,2,,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 10 năm: a) Là chỉ huy hoặc sỹ quan; b) Trong khu vực có chiến sự; c) Trong chiến đấu; d) Gây hậu quả nghiêm trọng, rất nghiêm trọng hoặc đặc biệt nghiêm trọng.",penalty_frame,2,pham toi thuoc mot trong cac truong hop sau day thi bi phat tu tu 03 nam den 10 nam a la chi huy hoac sy quan b trong khu vuc co chien su c trong chien dau d gay hau qua nghiem trong rat nghiem trong hoac dac biet nghiem trong
rule_article_406_clause_1,article_406,article_406_clause_1,Clause,406,1,,"Người nào vô ý làm lộ bí mật công tác quân sự, nếu không thuộc một trong các trường hợp quy định tại Điều 338 và Điều 362 của Bộ luật này, thì bị phạt cải tạo không giam giữ đến 02 năm hoặc phạt tù từ 03 tháng đến 02 năm.",penalty_frame,1,nguoi nao vo y lam lo bi mat cong tac quan su neu khong thuoc mot trong cac truong hop quy dinh tai dieu 338 va dieu 362 cua bo luat nay thi bi phat cai tao khong giam giu den 02 nam hoac phat tu tu 03 thang den 02 nam
rule_article_406_clause_2,article_406,article_406_clause_2,Clause,406,2,,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 01 năm đến 05 năm: a) Là chỉ huy hoặc sỹ quan; b) Trong khu vực có chiến sự; c) Trong chiến đấu; d) Gây hậu quả nghiêm trọng, rất nghiêm trọng hoặc đặc biệt nghiêm trọng.",penalty_frame,2,pham toi thuoc mot trong cac truong hop sau day thi bi phat tu tu 01 nam den 05 nam a la chi huy hoac sy quan b trong khu vuc co chien su c trong chien dau d gay hau qua nghiem trong rat nghiem trong hoac dac biet nghiem trong
rule_article_407_clause_1,article_407,article_407_clause_1,Clause,407,1,,"Người nào làm mất tài liệu bí mật công tác quân sự, nếu không thuộc một trong các trường hợp quy định tại Điều 338 và Điều 362 của Bộ luật này, thì bị phạt cải tạo không giam giữ đến 02 năm hoặc phạt tù từ 03 tháng đến 02 năm.",penalty_frame,1,nguoi nao lam mat tai lieu bi mat cong tac quan su neu khong thuoc mot trong cac truong hop quy dinh tai dieu 338 va dieu 362 cua bo luat nay thi bi phat cai tao khong giam giu den 02 nam hoac phat tu tu 03 thang den 02 nam
rule_article_407_clause_2,article_407,article_407_clause_2,Clause,407,2,,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 01 năm đến 05 năm: a) Là chỉ huy hoặc sỹ quan; b) Trong khu vực có chiến sự; c) Trong chiến đấu; d) Gây hậu quả nghiêm trọng, rất nghiêm trọng hoặc đặc biệt nghiêm trọng.",penalty_frame,2,pham toi thuoc mot trong cac truong hop sau day thi bi phat tu tu 01 nam den 05 nam a la chi huy hoac sy quan b trong khu vuc co chien su c trong chien dau d gay hau qua nghiem trong rat nghiem trong hoac dac biet nghiem trong
rule_article_408_clause_1,article_408,article_408_clause_1,Clause,408,1,,"Người nào cố ý báo cáo sai trong hoạt động quân sự gây hậu quả nghiêm trọng, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 03 năm.",penalty_frame,1,nguoi nao co y bao cao sai trong hoat dong quan su gay hau qua nghiem trong thi bi phat cai tao khong giam giu den 03 nam hoac phat tu tu 06 thang den 03 nam
rule_article_408_clause_2,article_408,article_408_clause_2,Clause,408,2,,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 02 năm đến 07 năm: a) Trong chiến đấu; b) Trong khu vực có chiến sự; c) Trong tình trạng khẩn cấp; d) Gây hậu quả rất nghiêm trọng hoặc đặc biệt nghiêm trọng.",penalty_frame,2,pham toi thuoc mot trong cac truong hop sau day thi bi phat tu tu 02 nam den 07 nam a trong chien dau b trong khu vuc co chien su c trong tinh trang khan cap d gay hau qua rat nghiem trong hoac dac biet nghiem trong
rule_article_409_clause_1,article_409,article_409_clause_1,Clause,409,1,,"Người nào không chấp hành nghiêm chỉnh chế độ trực ban, trực chiến, trực chỉ huy gây hậu quả nghiêm trọng, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 05 năm.",penalty_frame,1,nguoi nao khong chap hanh nghiem chinh che do truc ban truc chien truc chi huy gay hau qua nghiem trong thi bi phat cai tao khong giam giu den 03 nam hoac phat tu tu 06 thang den 05 nam
rule_article_409_clause_2,article_409,article_409_clause_2,Clause,409,2,,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 10 năm: a) Trong chiến đấu; b) Trong khu vực có chiến sự; c) Trong khi thực hiện nhiệm vụ cứu hộ, cứu nạn; d) Trong tình trạng khẩn cấp; đ) Gây hậu quả rất nghiêm trọng hoặc đặc biệt nghiêm trọng.",penalty_frame,2,pham toi thuoc mot trong cac truong hop sau day thi bi phat tu tu 03 nam den 10 nam a trong chien dau b trong khu vuc co chien su c trong khi thuc hien nhiem vu cuu ho cuu nan d trong tinh trang khan cap d gay hau qua rat nghiem trong hoac dac biet nghiem trong
rule_article_410_clause_1,article_410,article_410_clause_1,Clause,410,1,,"Người nào không chấp hành quy định về tuần tra, canh gác, áp tải, hộ tống thuộc một trong các trường hợp sau đây, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 05 năm: a) Làm người được bảo vệ, hộ tống bị tổn thương cơ thể; b) Làm hư hỏng phương tiện kỹ thuật, thiết bị quân sự; c) Gây thiệt hại về tài sản từ 100.000.000 đồng đến dưới 500.000.000 đồng; d) Gây hậu quả nghiêm trọng khác.",penalty_frame,1,nguoi nao khong chap hanh quy dinh ve tuan tra canh gac ap tai ho tong thuoc mot trong cac truong hop sau day thi bi phat cai tao khong giam giu den 03 nam hoac phat tu tu 06 thang den 05 nam a lam nguoi duoc bao ve ho tong bi ton thuong co the b lam hu hong phuong tien ky thuat thiet bi quan su c gay thiet hai ve tai san tu 100 000 000 dong den duoi 500 000 000 dong d gay hau qua nghiem trong khac
rule_article_410_clause_2,article_410,article_410_clause_2,Clause,410,2,,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 07 năm: a) Làm người được bảo vệ, hộ tống chết; b) Làm mất phương tiện kỹ thuật, thiết bị quân sự; c) Trong chiến đấu; d) Trong khu vực có chiến sự; đ) Lôi kéo người khác phạm tội; e) Gây thiệt hại về tài sản 500.000.000 đồng trở lên; g) Gây hậu quả rất nghiêm trọng hoặc đặc biệt nghiêm trọng khác.",penalty_frame,2,pham toi thuoc mot trong cac truong hop sau day thi bi phat tu tu 03 nam den 07 nam a lam nguoi duoc bao ve ho tong chet b lam mat phuong tien ky thuat thiet bi quan su c trong chien dau d trong khu vuc co chien su d loi keo nguoi khac pham toi e gay thiet hai ve tai san 500 000 000 dong tro len g gay hau qua rat nghiem trong hoac dac biet nghiem trong khac
rule_article_411_clause_1,article_411,article_411_clause_1,Clause,411,1,,"Người nào không chấp hành nghiêm chỉnh những quy định bảo đảm an toàn trong chiến đấu hoặc trong huấn luyện gây hậu quả nghiêm trọng, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm.",penalty_frame,1,nguoi nao khong chap hanh nghiem chinh nhung quy dinh bao dam an toan trong chien dau hoac trong huan luyen gay hau qua nghiem trong thi bi phat cai tao khong giam giu den 03 nam hoac phat tu tu 01 nam den 05 nam
rule_article_411_clause_2,article_411,article_411_clause_2,Clause,411,2,,"Phạm tội gây hậu quả rất nghiêm trọng hoặc đặc biệt nghiêm trọng, thì bị phạt tù từ 03 năm đến 10 năm.",penalty_frame,2,pham toi gay hau qua rat nghiem trong hoac dac biet nghiem trong thi bi phat tu tu 03 nam den 10 nam
rule_article_412_clause_1,article_412,article_412_clause_1,Clause,412,1,,"Người nào vi phạm quy định về sử dụng vũ khí quân dụng, trang bị kỹ thuật quân sự gây hậu quả nghiêm trọng, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 05 năm.",penalty_frame,1,nguoi nao vi pham quy dinh ve su dung vu khi quan dung trang bi ky thuat quan su gay hau qua nghiem trong thi bi phat cai tao khong giam giu den 03 nam hoac phat tu tu 06 thang den 05 nam
rule_article_412_clause_2,article_412,article_412_clause_2,Clause,412,2,,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 10 năm: a) Trong chiến đấu; b) Trong khu vực có chiến sự; c) Gây hậu quả rất nghiêm trọng hoặc đặc biệt nghiêm trọng.",penalty_frame,2,pham toi thuoc mot trong cac truong hop sau day thi bi phat tu tu 03 nam den 10 nam a trong chien dau b trong khu vuc co chien su c gay hau qua rat nghiem trong hoac dac biet nghiem trong
rule_article_413_clause_1,article_413,article_413_clause_1,Clause,413,1,,"Người nào hủy hoại hoặc cố ý làm hư hỏng vũ khí quân dụng, trang bị kỹ thuật quân sự, nếu không thuộc một trong các trường hợp quy định tại Điều 114 và Điều 303 của Bộ luật này, thì bị phạt tù từ 02 năm đến 07 năm.",penalty_frame,1,nguoi nao huy hoai hoac co y lam hu hong vu khi quan dung trang bi ky thuat quan su neu khong thuoc mot trong cac truong hop quy dinh tai dieu 114 va dieu 303 cua bo luat nay thi bi phat tu tu 02 nam den 07 nam
rule_article_413_clause_2,article_413,article_413_clause_2,Clause,413,2,,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 12 năm: a) Trong chiến đấu; b) Trong khu vực có chiến sự; c) Lôi kéo người khác phạm tội; d) Gây hậu quả nghiêm trọng.",penalty_frame,2,pham toi thuoc mot trong cac truong hop sau day thi bi phat tu tu 07 nam den 12 nam a trong chien dau b trong khu vuc co chien su c loi keo nguoi khac pham toi d gay hau qua nghiem trong
rule_article_413_clause_3,article_413,article_413_clause_3,Clause,413,3,,"Phạm tội gây hậu quả rất nghiêm trọng hoặc đặc biệt nghiêm trọng, thì bị phạt tù từ 12 năm đến 20 năm hoặc tù chung thân.",penalty_frame,3,pham toi gay hau qua rat nghiem trong hoac dac biet nghiem trong thi bi phat tu tu 12 nam den 20 nam hoac tu chung than
rule_article_414_clause_1,article_414,article_414_clause_1,Clause,414,1,,"Người nào được giao quản lý, được trang bị vũ khí quân dụng, phương tiện kỹ thuật quân sự mà làm mất hoặc vô ý làm hư hỏng gây hậu quả nghiêm trọng, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 05 năm.",penalty_frame,1,nguoi nao duoc giao quan ly duoc trang bi vu khi quan dung phuong tien ky thuat quan su ma lam mat hoac vo y lam hu hong gay hau qua nghiem trong thi bi phat cai tao khong giam giu den 03 nam hoac phat tu tu 06 thang den 05 nam
rule_article_414_clause_2,article_414,article_414_clause_2,Clause,414,2,,"Phạm tội gây hậu quả rất nghiêm trọng hoặc đặc biệt nghiêm trọng, thì bị phạt tù từ 03 năm đến 07 năm.",penalty_frame,2,pham toi gay hau qua rat nghiem trong hoac dac biet nghiem trong thi bi phat tu tu 03 nam den 07 nam
rule_article_415_clause_1,article_415,article_415_clause_1,Clause,415,1,,"Người nào có hành vi quấy nhiễu nhân dân đã bị xử lý kỷ luật về hành vi này mà còn vi phạm hoặc gây hậu quả nghiêm trọng, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 03 năm.",penalty_frame,1,nguoi nao co hanh vi quay nhieu nhan dan da bi xu ly ky luat ve hanh vi nay ma con vi pham hoac gay hau qua nghiem trong thi bi phat cai tao khong giam giu den 03 nam hoac phat tu tu 06 thang den 03 nam
rule_article_415_clause_2,article_415,article_415_clause_2,Clause,415,2,,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 02 năm đến 07 năm: a) Là chỉ huy hoặc sĩ quan; b) Lôi kéo người khác phạm tội; c) Trong khu vực có chiến sự; d) Trong khu vực đã có lệnh ban bố tình trạng khẩn cấp; đ) Gây hậu quả rất nghiêm trọng hoặc đặc biệt nghiêm trọng.",penalty_frame,2,pham toi thuoc mot trong cac truong hop sau day thi bi phat tu tu 02 nam den 07 nam a la chi huy hoac si quan b loi keo nguoi khac pham toi c trong khu vuc co chien su d trong khu vuc da co lenh ban bo tinh trang khan cap d gay hau qua rat nghiem trong hoac dac biet nghiem trong
rule_article_416_clause_1,article_416,article_416_clause_1,Clause,416,1,,"Người nào trong khi thực hiện nhiệm vụ mà vượt quá phạm vi cần thiết của nhu cầu quân sự gây thiệt hại về tài sản từ 100.000.000 đồng đến dưới 500.000.000 đồng của Nhà nước, của tổ chức, cá nhân, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 03 năm.",penalty_frame,1,nguoi nao trong khi thuc hien nhiem vu ma vuot qua pham vi can thiet cua nhu cau quan su gay thiet hai ve tai san tu 100 000 000 dong den duoi 500 000 000 dong cua nha nuoc cua to chuc ca nhan thi bi phat cai tao khong giam giu den 03 nam hoac phat tu tu 06 thang den 03 nam
rule_article_416_clause_2,article_416,article_416_clause_2,Clause,416,2,,"Phạm tội gây thiệt hại về tài sản 500.000.000 đồng trở lên, thì bị phạt tù từ 03 năm đến 07 năm.",penalty_frame,2,pham toi gay thiet hai ve tai san 500 000 000 dong tro len thi bi phat tu tu 03 nam den 07 nam
rule_article_417_clause_1,article_417,article_417_clause_1,Clause,417,1,,"Người nào có trách nhiệm mà cố ý bỏ thương binh, tử sĩ tại trận địa hoặc không chăm sóc, cứu chữa thương binh dẫn đến không tìm thấy thương binh, tử sỹ hoặc thương binh bị chết, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 05 năm.",penalty_frame,1,nguoi nao co trach nhiem ma co y bo thuong binh tu si tai tran dia hoac khong cham soc cuu chua thuong binh dan den khong tim thay thuong binh tu sy hoac thuong binh bi chet thi bi phat cai tao khong giam giu den 03 nam hoac phat tu tu 06 thang den 05 nam
rule_article_417_clause_2,article_417,article_417_clause_2,Clause,417,2,,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 10 năm: a) Là chỉ huy hoặc sĩ quan; b) Đối với 02 thương binh hoặc 02 tử sỹ trở lên.",penalty_frame,2,pham toi thuoc mot trong cac truong hop sau day thi bi phat tu tu 03 nam den 10 nam a la chi huy hoac si quan b doi voi 02 thuong binh hoac 02 tu sy tro len
rule_article_418_clause_1,article_418,article_418_clause_1,Clause,418,1,,"Người nào chiếm đoạt hoặc hủy hoại di vật của tử sỹ, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 03 năm.",penalty_frame,1,nguoi nao chiem doat hoac huy hoai di vat cua tu sy thi bi phat cai tao khong giam giu den 03 nam hoac phat tu tu 06 thang den 03 nam
rule_article_418_clause_2,article_418,article_418_clause_2,Clause,418,2,,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 02 năm đến 07 năm: a) Là chỉ huy hoặc sĩ quan; b) Chiếm đoạt hoặc hủy hoại di vật của 02 tử sỹ trở lên.",penalty_frame,2,pham toi thuoc mot trong cac truong hop sau day thi bi phat tu tu 02 nam den 07 nam a la chi huy hoac si quan b chiem doat hoac huy hoai di vat cua 02 tu sy tro len
rule_article_419_clause_1,article_419,article_419_clause_1,Clause,419,1,,"Người nào trong chiến đấu hoặc khi thu dọn chiến trường mà chiếm đoạt hoặc hủy hoại chiến lợi phẩm, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 03 năm.",penalty_frame,1,nguoi nao trong chien dau hoac khi thu don chien truong ma chiem doat hoac huy hoai chien loi pham thi bi phat cai tao khong giam giu den 03 nam hoac phat tu tu 06 thang den 03 nam
rule_article_419_clause_2,article_419,article_419_clause_2,Clause,419,2,,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 07 năm: a) Là chỉ huy hoặc sĩ quan; b) Chiến lợi phẩm trị giá từ 100.000.000 đồng đến dưới 500.000.000 đồng; c) Gây ảnh hưởng xấu đến uy tín quân đội; d) Chiến lợi phẩm có giá trị trong quân sự; đ) Gây hậu quả nghiêm trọng hoặc rất nghiêm trọng.",penalty_frame,2,pham toi thuoc mot trong cac truong hop sau day thi bi phat tu tu 03 nam den 07 nam a la chi huy hoac si quan b chien loi pham tri gia tu 100 000 000 dong den duoi 500 000 000 dong c gay anh huong xau den uy tin quan doi d chien loi pham co gia tri trong quan su d gay hau qua nghiem trong hoac rat nghiem trong
rule_article_419_clause_3,article_419,article_419_clause_3,Clause,419,3,,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm. a) Chiến lợi phẩm trị giá 500.000.000 đồng trở lên; b) Chiến lợi phẩm có giá trị đặc biệt trong quân sự; c) Gây hậu quả đặc biệt nghiêm trọng.",penalty_frame,3,pham toi thuoc mot trong cac truong hop sau day thi bi phat tu tu 05 nam den 10 nam a chien loi pham tri gia 500 000 000 dong tro len b chien loi pham co gia tri dac biet trong quan su c gay hau qua dac biet nghiem trong
rule_article_420_clause_0,article_420,article_420_clause_0,Clause,420,,,"Người nào ngược đãi tù binh, hàng binh, thì bị phạt cải tạo không giam giữ đến 01 năm hoặc phạt tù từ 03 tháng đến 02 năm.",body,1,nguoi nao nguoc dai tu binh hang binh thi bi phat cai tao khong giam giu den 01 nam hoac phat tu tu 03 thang den 02 nam
rule_article_421_clause_1,article_421,article_421_clause_1,Clause,421,1,,"Người nào tuyên truyền, kích động chiến tranh xâm lược hoặc chuẩn bị, tiến hành, tham gia chiến tranh xâm lược nhằm chống lại độc lập, chủ quyền và toàn vẹn lãnh thổ của một quốc gia hoặc một vùng lãnh thổ độc lập, có chủ quyền khác, thì bị phạt tù từ 12 năm đến 20 năm hoặc tù chung thân.",penalty_frame,1,nguoi nao tuyen truyen kich dong chien tranh xam luoc hoac chuan bi tien hanh tham gia chien tranh xam luoc nham chong lai doc lap chu quyen va toan ven lanh tho cua mot quoc gia hoac mot vung lanh tho doc lap co chu quyen khac thi bi phat tu tu 12 nam den 20 nam hoac tu chung than
rule_article_421_clause_2,article_421,article_421_clause_2,Clause,421,2,,"Phạm tội trong trường hợp do bị ép buộc hoặc do thi hành mệnh lệnh của cấp trên, thì bị phạt tù từ 10 năm đến 20 năm.",penalty_frame,2,pham toi trong truong hop do bi ep buoc hoac do thi hanh menh lenh cua cap tren thi bi phat tu tu 10 nam den 20 nam
rule_article_422_clause_1,article_422,article_422_clause_1,Clause,422,1,,"Người nào trong thời bình hay trong chiến tranh mà thực hiện hành vi tiêu diệt hàng loạt dân cư của một khu vực, phá hủy nguồn sống, phá hoại cuộc sống văn hóa, tinh thần của một quốc gia hoặc một vùng lãnh thổ độc lập, có chủ quyền, làm đảo lộn nền tảng của một xã hội nhằm phá hoại xã hội đó hoặc thực hiện hành vi diệt chủng khác hoặc thực hiện hành vi diệt sinh, diệt môi trường tự nhiên, thì bị phạt tù từ 10 năm đến 20 năm, tù chung thân hoặc tử hình.",penalty_frame,1,nguoi nao trong thoi binh hay trong chien tranh ma thuc hien hanh vi tieu diet hang loat dan cu cua mot khu vuc pha huy nguon song pha hoai cuoc song van hoa tinh than cua mot quoc gia hoac mot vung lanh tho doc lap co chu quyen lam dao lon nen tang cua mot xa hoi nham pha hoai xa hoi do hoac thuc hien hanh vi diet chung khac hoac thuc hien hanh vi diet sinh diet moi truong tu nhien thi bi phat tu tu 10 nam den 20 nam tu chung than hoac tu hinh
rule_article_422_clause_2,article_422,article_422_clause_2,Clause,422,2,,"Phạm tội trong trường hợp do bị ép buộc hoặc do thi hành mệnh lệnh của cấp trên, thì bị phạt tù từ 10 năm đến 20 năm.",penalty_frame,2,pham toi trong truong hop do bi ep buoc hoac do thi hanh menh lenh cua cap tren thi bi phat tu tu 10 nam den 20 nam
rule_article_423_clause_1,article_423,article_423_clause_1,Clause,423,1,,"Người nào trong thời kỳ chiến tranh mà ra lệnh hoặc trực tiếp tiến hành việc giết hại dân thường, người bị thương, tù binh, cướp phá tài sản, tàn phá các nơi dân cư, sử dụng các phương tiện hoặc phương pháp chiến tranh bị cấm hoặc thực hiện hành vi khác vi phạm nghiêm trọng pháp luật quốc tế hoặc các điều ước quốc tế mà Cộng hòa xã hội chủ nghĩa Việt Nam ký kết hoặc tham gia, thì bị phạt tù từ 10 năm đến 20 năm, tù chung thân hoặc tử hình.",penalty_frame,1,nguoi nao trong thoi ky chien tranh ma ra lenh hoac truc tiep tien hanh viec giet hai dan thuong nguoi bi thuong tu binh cuop pha tai san tan pha cac noi dan cu su dung cac phuong tien hoac phuong phap chien tranh bi cam hoac thuc hien hanh vi khac vi pham nghiem trong phap luat quoc te hoac cac dieu uoc quoc te ma cong hoa xa hoi chu nghia viet nam ky ket hoac tham gia thi bi phat tu tu 10 nam den 20 nam tu chung than hoac tu hinh
rule_article_423_clause_2,article_423,article_423_clause_2,Clause,423,2,,"Phạm tội trong trường hợp do bị ép buộc hoặc do thi hành mệnh lệnh của cấp trên, thì bị phạt tù từ 10 năm đến 20 năm.",penalty_frame,2,pham toi trong truong hop do bi ep buoc hoac do thi hanh menh lenh cua cap tren thi bi phat tu tu 10 nam den 20 nam
rule_article_424_clause_0,article_424,article_424_clause_0,Clause,424,,,"Người nào tuyển mộ, huấn luyện hoặc sử dụng lính đánh thuê nhằm chống lại một quốc gia hoặc một vùng lãnh thổ độc lập, có chủ quyền, thì bị phạt tù từ 10 năm đến 20 năm hoặc tù chung thân.",body,1,nguoi nao tuyen mo huan luyen hoac su dung linh danh thue nham chong lai mot quoc gia hoac mot vung lanh tho doc lap co chu quyen thi bi phat tu tu 10 nam den 20 nam hoac tu chung than
rule_article_425_clause_0,article_425,article_425_clause_0,Clause,425,,,"Người nào làm lính đánh thuê nhằm chống một quốc gia hoặc một vùng lãnh thổ độc lập, có chủ quyền, thì bị phạt tù từ 05 năm đến 15 năm.",body,1,nguoi nao lam linh danh thue nham chong mot quoc gia hoac mot vung lanh tho doc lap co chu quyen thi bi phat tu tu 05 nam den 15 nam
rule_article_426_clause_2025,article_426,article_426_clause_2025,Clause,426,2025,,Điều khoản chuyển tiếp Luật số 86/2025/QH15 ngày 25/6/2025 của Quốc hội sửa đổi bổ sung một số điều của Bộ luật Hình sự:,condition_or_rule,1,dieu khoan chuyen tiep luat so 86 2025 qh15 ngay 25 6 2025 cua quoc hoi sua doi bo sung mot so dieu cua bo luat hinh su
